name,code,hex,detail_block,accent_friends,trim_friends,url
"BEAR CUB","PPG1000-5","#8E8274","PPG1000-5
Bear Cub is a saturated, warm, cobblestone greige with a taupe undertone. It is a perfect paint color for a bedroom accent wall or for the exterior of your home. Pair it with black.
R: 142 G: 132 B: 117 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/grays/bear-cub"
"THUNDERSTRUCK","PPG1000-6","#7D7265","PPG1000-6
Thunderstruck is a deep, warm, sandalwood greige with a khaki undertone. It is a perfect paint color for interior or exterior walls. Pair it with lighter greiges or soft gold toned accents.
R: 124 G: 115 B: 102 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/grays/thunderstruck"
"CHOCOLATE LAB","PPG1000-7","#64584A","PPG1000-7
Chocolate Lab is a dark, warm, mocha brown with an earthy undertone. It is a perfect paint color for an exterior accent on railings or garage doors. Pair it with natural woods and brick textures.
R: 99 G: 89 B: 75 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/grays/chocolate-lab"
"BLACK MAGIC","PPG1001-7","#414040","PPG1001-7
Black Magic is a dark, warm, bat black with a true black undertone. It is a perfect paint color for an accent wall, trim or to add drama and elegance to cabinets or brick. Pair it with white for a clean look or with a pop of color to make it stand out.
R: 65 G: 64 B: 64 LRV: 4
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/black-magic"
"DARK AS NIGHT","PPG14-05","#3D4645","PPG14-05
Dark As Night is a dark, cool, phantom black with a soot undertone. It is a perfect paint color for exterior trim or features or a front door. Pair it with rich red or vibrant orange.
R: 61 G: 70 B: 69 LRV: 6
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/dark-as-night"
"ONYX","PPG1011-7","#464544","PPG1011-7
Onyx is a dark, cool, serious black with a stone undertone. It is a perfect paint color for a main wall or as an accent for your project. Pair it with any color and substrate.
R: 70 G: 69 B: 68 LRV: 6
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/onyx"
"BLACK FOREST","PPG1012-7","#434B4F","PPG1012-7
Black Forest is a dark, cool, phantom black with a soot undertone. It is a perfect paint color for exterior trim or features or a front door. Pair it with rich red or vibrant orange for a delightful natural exterior.
R: 67 G: 75 B: 79 LRV: 7
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/black-forest"
"LICORICE","PPG1009-7","#4E4F48","PPG1009-7
Licorice is a dark, cool, coal black with a raven undertone. It is a perfect paint color for the trim of an exterior or the exterior of your home. Pair it with lighter tans.
R: 78 G: 79 B: 72 LRV: 7
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/licorice"
"ZOMBIE","PPG1010-7","#595A5C","PPG1010-7
Zombie is a dark, cool, onyx black with a charcoal undertone. It is a perfect paint color for your interior space. Pair it with yellows, greens, and plums.
R: 89 G: 90 B: 92 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/zombie"
"MOSTLY METAL","PPG1036-7","#575E5F","PPG1036-7
Mostly Metal is a dark, cool, menacing black with a darkest green undertone. It is a perfect paint color for today's exterior, mono-chromatic trend. Pair it with roof tiles for a statement exterior.
R: 87 G: 94 B: 95 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/mostly-metal"
"KNIGHT'S ARMOR","PPG1001-6","#5C5D5D","PPG1001-6
Knight's Armor is a deep, cool, chalkboard gray with a true black undertone. It is a perfect paint color for an accent wall. Pair it with lighter gray selections.
R: 92 G: 93 B: 93 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/knight-s-armor"
"GLAZED GRANITE","PPG1011-6","#5B5E61","PPG1011-6
Glazed Granite is a deep, cool, battleship gray with an industrial undertone. It is a perfect paint color for an accent. Pair it with marble countertops.
R: 91 G: 94 B: 97 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/glazed-granite"
"ARMORY","PPG1009-6","#6A6B65","PPG1009-6
Armory is a deep, warm, gun-metal gray with an ebony undertone. It is a perfect paint color as an accent or trim for an updated appeal. Pair it with lighter grays or black.
R: 106 G: 107 B: 101 LRV: 14
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/armory"
"UP IN SMOKE","PPG1010-6","#6E706D","PPG1010-6
Up In Smoke is a deep, warm, castle gray with a charcoal undertone. It is a perfect paint color for the trim of an exterior. Pair it with lighter grays.
R: 110 G: 112 B: 109 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/up-in-smoke"
"IMPROBABLE","PPG1011-5","#6E7376","PPG1011-5
Improbable is a saturated, cool, Gotham gray with a stone undertone. It is a perfect paint color to create a sense of calmness in any room. Pair it with whites, neutrals or light woods.
R: 110 G: 115 B: 118 LRV: 17
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/improbable"
"VOLCANIC ASH","PPG1012-6","#6F7678","PPG1012-6
Volcanic Ash is a deep, cool, lead gray with a graphite undertone. It is a perfect paint color for the exterior of your home or exterior trim. Pair it with deep nuanced black or blackberry trim for a stunning effect.
R: 111 G: 118 B: 120 LRV: 18
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/volcanic-ash"
"PHANTOM","PPG1036-6","#6E797B","PPG1036-6
Phantom is a deep, cool, eerie gray with a murky undertone. It is a perfect paint color to make a statement in a theatre room. Pair it with black or charcoal for curb appeal.
R: 110 G: 121 B: 123 LRV: 19
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/phantom"
"THUNDERBOLT","PPG10-06","#7C8783","PPG10-06
Thunderbolt is a saturated, cool, thunderstorm gray with an algae undertone. It is a perfect paint color for a stunning accent wall or in a living or dining room. Pair it with gold décor.
R: 124 G: 135 B: 131 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/thunderbolt"
"ROUGH RIDE","PPG1036-5","#7A8687","PPG1036-5
Rough Ride is a saturated, cool, thunderstorm gray with an algae undertone. It is a perfect paint color for a stunning accent wall or in a living or dining room. Pair it with warm gold décor.
R: 122 G: 134 B: 135 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/rough-ride"
"DOVER GRAY","PPG1001-5","#848585","PPG1001-5
Dover Gray is a saturated, cool, charcoal gray with a true black undertone. It is a perfect paint color to add a bit of drama to a room or as an accent wall. Pair it with soft whites and accents of gold for a well-balanced look.
R: 132 G: 133 B: 133 LRV: 23
Free color swatches available in 4""x4"" or 8""x8"" sizes
Available in One Coat Coverage
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/dover-gray"
"DOWNPOUR","PPG1010-5","#898A86","PPG1010-5
Downpour is a saturated, warm, iron gray with a slate undertone. It is a perfect paint color for an accent, trim or cabinetry. Pair it with dark toned woods.
R: 137 G: 138 B: 134 LRV: 25
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/downpour"
"PHOENIX FOSSIL","PPG1009-5","#8E908D","PPG1009-5
Phoenix Fossil is a saturated, warm, slate gray with an ebony undertone. It is a perfect paint color for a modern exterior. Pair it with navy or black trim.
R: 142 G: 144 B: 141 LRV: 28
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/phoenix-fossil"
"STEEPLE GRAY","PPG1012-5","#8E9598","PPG1012-5
Steeple Gray is a saturated, cool, matrix gray with a deep sea undertone. It is a perfect paint color for the exterior of your home or for exterior furniture or features. Pair it with deep gray or black trim.
R: 142 G: 149 B: 152 LRV: 30
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/steeple-gray"
"AFTER THE STORM","PPG1036-4","#919FA1","PPG1036-4
After The Storm is a midtone, cool, comforting gray with a hygge undertone. It is a perfect paint color for the lower portion of a chair rail design. Pair it with lighter gray tones.
R: 145 G: 159 B: 161 LRV: 34
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/after-the-storm"
"UFO","PPG1011-4","#989FA3","PPG1011-4
UFO is a midtone, cool, ashen gray with a blue-gray undertone. It is a perfect paint color for the exterior of your home. Pair it with deep burgundy red.
R: 152 G: 159 B: 163 LRV: 35
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/ufo"
"STEPPING STONE","PPG1010-4","#A4A7A4","PPG1010-4
Stepping Stone is a midtone, warm, cloudy gray with a slate undertone. It is a perfect paint color for surrounding lighter gray walls. Pair it with dark woods.
R: 164 G: 167 B: 164 LRV: 39
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/stepping-stone"
"POLARIS","PPG10-04","#A0AEAD","PPG10-04
Polaris is a soft, cool, enveloping gray with an azure undertone. It is a perfect paint color for a joyful, uplifting space. Pair it with yellow or navy.
R: 160 G: 174 B: 173 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/polaris"
"FLAGSTONE","PPG1001-4","#ACADAD","PPG1001-4
Flagstone is a midtone, cool, true gray with a black undertone. It is a perfect paint color for any interior or exterior project. Pair it with shades of lemony yellows for a mid-century look.
R: 172 G: 173 B: 173 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/flagstone"
"NAUTICAL STAR","PPG1036-3","#AAB5B7","PPG1036-3
Nautical Star is a soft, cool, enveloping gray with an azure undertone. It is a perfect paint color for an exterior or all the walls of an interior. Pair it with orange, pink, yellow or navy.
R: 170 G: 181 B: 183 LRV: 46
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/nautical-star"
"STARGAZER","PPG1011-3","#AFB4B6","PPG1011-3
Stargazer is a soft, cool, ashen gray with a blue undertone. It is a perfect paint color for a kitchen. Pair it with quartz or marble countertops.
R: 175 G: 180 B: 182 LRV: 46
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/stargazer"
"GRAY STONE","PPG1009-4","#B7B9B5","PPG1009-4
Gray Stone is a midtone, warm, stormy gray with an ebony undertone. It is a perfect paint color for all main walls, an accent wall or even just one side of a hallway. Pair it with white and showcase artwork or collections.
R: 183 G: 185 B: 181 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/gray-stone"
"SOLSTICE","PPG1010-3","#BABDB8","PPG1010-3
Solstice is a soft, warm, cloudy gray with a slate undertone. It is a perfect paint color for a main wall for many rooms. Pair it with whites.
R: 186 G: 189 B: 184 LRV: 51
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/solstice"
"GRAY FROST","PPG1012-4","#B8BFC2","PPG1012-4
Gray Frost is a midtone, cool, somber gray with a London sky undertone. It is a perfect paint color for a cozy bedroom. Pair it with off-white trim or tinted light greens.
R: 184 G: 191 B: 194 LRV: 52
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/gray-frost"
"SOLITARY STATE","PPG1009-3","#C4C7C4","PPG1009-3
Solitary State is a soft, warm, stormy gray with an ebony undertone. It is a perfect paint color for a living room area. Pair it with white trim.
R: 196 G: 199 B: 196 LRV: 57
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/solitary-state"
"WINTER CHILL","PPG1036-2","#C9D2D1","PPG1036-2
Winter Chill is a light, cool, rainy gray with a steel city undertone. It is a perfect paint color for a joyful, uplifting space. Pair it with oranges, pinks or navy for a joyful uplifting space.
R: 201 G: 210 B: 209 LRV: 64
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/winter-chill"
"TORNADO","PPG1009-2","#D1D3CF","PPG1009-2
Tornado is a light, warm, stormy gray with an ebony undertone. It is a perfect paint color for an open floor plan. Pair it with any color of your choice.
R: 209 G: 211 B: 207 LRV: 65
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/tornado"
"ELEMENTAL","PPG1011-2","#D0D3D3","PPG1011-2
Elemental is a light, cool, heather gray with a tinsel undertone. It is a perfect paint color for all interior walls or trim. Pair it with deeper toned grays.
R: 208 G: 211 B: 211 LRV: 66
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","SOURDOUGH (PPG1084-3); MAGIC DUST (PPG13-24)","HORSERADISH (PPG1086-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/elemental"
